Target	nG1	Fingerprint_type	Scaler	RF ACC	RF AUC	RF PR	RF SP	XGB ACC	XGB AUC	XGB PR	XGB SP	SVM ACC	SVM AUC	SVM PR	SVM SP	MLP ACC	MLP AUC	MLP PR	MLP SP
BTK	20	ECFP6_256bits	MinMax	Train 1.00 | Valid 0.97 | Test 0.99	Train 1.00 | Valid 0.97 | Test 0.99	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.99 | Test 0.99	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.77 | Valid 0.80 | Test 0.86	Train 0.73 | Valid 0.75 | Test 0.83	Train 1.00 | Valid 0.97 | Test 0.93	Train 1.00 | Valid 0.99 | Test 0.97	Train 0.90 | Valid 0.92 | Test 0.91	Train 0.89 | Valid 0.91 | Test 0.92	Train 0.93 | Valid 0.93 | Test 0.85	Train 0.95 | Valid 0.96 | Test 0.89
BTK	20	ECFP6_512bits	Robust	Train 0.97 | Valid 0.95 | Test 0.94	Train 0.97 | Valid 0.94 | Test 0.95	Train 0.97 | Valid 0.95 | Test 0.88	Train 0.98 | Valid 0.97 | Test 0.91	Train 0.99 | Valid 0.96 | Test 0.97	Train 0.98 | Valid 0.95 | Test 0.96	Train 1.00 | Valid 0.98 | Test 0.97	Train 1.00 | Valid 0.99 | Test 0.98	Train 1.00 | Valid 0.95 | Test 0.98	Train 1.00 | Valid 0.95 | Test 0.98	Train 1.00 | Valid 0.94 | Test 0.95	Train 1.00 | Valid 0.96 | Test 0.97	Train 0.97 | Valid 0.94 | Test 0.93	Train 0.97 | Valid 0.94 | Test 0.94	Train 0.96 | Valid 0.93 | Test 0.88	Train 0.97 | Valid 0.96 | Test 0.91
BTK	20	ECFP6_512bits	Standard	Train 0.97 | Valid 0.95 | Test 0.94	Train 0.97 | Valid 0.94 | Test 0.95	Train 0.97 | Valid 0.95 | Test 0.88	Train 0.98 | Valid 0.97 | Test 0.91	Train 0.99 | Valid 0.96 | Test 0.97	Train 0.98 | Valid 0.95 | Test 0.96	Train 1.00 | Valid 0.98 | Test 0.97	Train 1.00 | Valid 0.99 | Test 0.98	Train 1.00 | Valid 0.66 | Test 0.70	Train 1.00 | Valid 0.57 | Test 0.62	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.95 | Valid 0.96 | Test 0.95	Train 0.94 | Valid 0.96 | Test 0.96	Train 0.95 | Valid 0.95 | Test 0.90	Train 0.96 | Valid 0.97 | Test 0.92
BTK	20	ECFP6_512bits	MinMax	Train 0.97 | Valid 0.95 | Test 0.94	Train 0.97 | Valid 0.94 | Test 0.95	Train 0.97 | Valid 0.95 | Test 0.88	Train 0.98 | Valid 0.97 | Test 0.91	Train 0.99 | Valid 0.96 | Test 0.97	Train 0.98 | Valid 0.95 | Test 0.96	Train 1.00 | Valid 0.98 | Test 0.97	Train 1.00 | Valid 0.99 | Test 0.98	Train 0.79 | Valid 0.80 | Test 0.86	Train 0.75 | Valid 0.75 | Test 0.83	Train 0.98 | Valid 0.97 | Test 0.93	Train 0.99 | Valid 0.99 | Test 0.97	Train 0.92 | Valid 0.92 | Test 0.94	Train 0.91 | Valid 0.92 | Test 0.95	Train 0.94 | Valid 0.90 | Test 0.88	Train 0.96 | Valid 0.93 | Test 0.91
BTK	50	ECFP4_256bits	Robust	Train 0.99 | Valid 0.97 | Test 0.99	Train 0.99 | Valid 0.97 | Test 0.99	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.99 | Test 0.99	Train 0.98 | Valid 0.97 | Test 0.97	Train 0.98 | Valid 0.97 | Test 0.96	Train 1.00 | Valid 1.00 | Test 0.98	Train 1.00 | Valid 1.00 | Test 0.99	Train 1.00 | Valid 0.89 | Test 0.91	Train 1.00 | Valid 0.89 | Test 0.91	Train 1.00 | Valid 0.88 | Test 0.91	Train 1.00 | Valid 0.92 | Test 0.95	Train 0.98 | Valid 0.91 | Test 0.93	Train 0.97 | Valid 0.90 | Test 0.92	Train 1.00 | Valid 0.93 | Test 0.93	Train 1.00 | Valid 0.96 | Test 0.96
BTK	50	ECFP4_256bits	Standard	Train 0.99 | Valid 0.97 | Test 0.99	Train 0.99 | Valid 0.97 | Test 0.99	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.99 | Test 0.99	Train 0.98 | Valid 0.97 | Test 0.97	Train 0.98 | Valid 0.97 | Test 0.96	Train 1.00 | Valid 1.00 | Test 0.98	Train 1.00 | Valid 1.00 | Test 0.99	Train 1.00 | Valid 0.99 | Test 0.99	Train 1.00 | Valid 0.99 | Test 0.99	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.98 | Valid 0.96 | Test 0.96	Train 0.98 | Valid 0.95 | Test 0.96	Train 0.99 | Valid 0.98 | Test 0.97	Train 0.99 | Valid 0.99 | Test 0.98
BTK	50	ECFP4_256bits	MinMax	Train 0.99 | Valid 0.97 | Test 0.99	Train 0.99 | Valid 0.97 | Test 0.99	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.99 | Test 0.99	Train 0.98 | Valid 0.97 | Test 0.97	Train 0.98 | Valid 0.97 | Test 0.96	Train 1.00 | Valid 1.00 | Test 0.98	Train 1.00 | Valid 1.00 | Test 0.99	Train 1.00 | Valid 0.99 | Test 1.00	Train 1.00 | Valid 0.99 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.94 | Valid 0.93 | Test 0.95	Train 0.93 | Valid 0.93 | Test 0.95	Train 0.94 | Valid 0.92 | Test 0.92	Train 0.96 | Valid 0.95 | Test 0.95
BTK	50	ECFP4_512bits	Robust	Train 0.97 | Valid 0.97 | Test 0.95	Train 0.97 | Valid 0.97 | Test 0.96	Train 0.97 | Valid 0.95 | Test 0.91	Train 0.98 | Valid 0.97 | Test 0.93	Train 0.96 | Valid 0.94 | Test 0.93	Train 0.95 | Valid 0.93 | Test 0.93	Train 0.99 | Valid 0.96 | Test 0.89	Train 0.99 | Valid 0.98 | Test 0.92	Train 1.00 | Valid 0.94 | Test 0.95	Train 1.00 | Valid 0.94 | Test 0.95	Train 1.00 | Valid 0.93 | Test 0.95	Train 1.00 | Valid 0.96 | Test 0.97	Train 0.96 | Valid 0.92 | Test 0.91	Train 0.95 | Valid 0.91 | Test 0.91	Train 0.98 | Valid 0.96 | Test 0.91	Train 0.99 | Valid 0.98 | Test 0.95
BTK	50	ECFP4_512bits	Standard	Train 0.97 | Valid 0.97 | Test 0.95	Train 0.97 | Valid 0.97 | Test 0.96	Train 0.97 | Valid 0.95 | Test 0.91	Train 0.98 | Valid 0.97 | Test 0.93	Train 0.96 | Valid 0.94 | Test 0.93	Train 0.95 | Valid 0.93 | Test 0.93	Train 0.99 | Valid 0.96 | Test 0.89	Train 0.99 | Valid 0.98 | Test 0.92	Train 1.00 | Valid 0.98 | Test 0.99	Train 0.99 | Valid 0.98 | Test 0.99	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.99 | Test 0.99	Train 0.95 | Valid 0.96 | Test 0.97	Train 0.95 | Valid 0.96 | Test 0.97	Train 0.97 | Valid 0.95 | Test 0.94	Train 0.98 | Valid 0.97 | Test 0.96
BTK	50	ECFP4_512bits	MinMax	Train 0.97 | Valid 0.97 | Test 0.95	Train 0.97 | Valid 0.97 | Test 0.96	Train 0.97 | Valid 0.95 | Test 0.91	Train 0.98 | Valid 0.97 | Test 0.93	Train 0.96 | Valid 0.94 | Test 0.93	Train 0.95 | Valid 0.93 | Test 0.93	Train 0.99 | Valid 0.96 | Test 0.89	Train 0.99 | Valid 0.98 | Test 0.92	Train 0.77 | Valid 0.72 | Test 0.83	Train 0.71 | Valid 0.66 | Test 0.79	Train 0.99 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.88 | Valid 0.88 | Test 0.92	Train 0.86 | Valid 0.86 | Test 0.91	Train 0.98 | Valid 0.98 | Test 0.94	Train 0.99 | Valid 0.99 | Test 0.97
BTK	50	ECFP6_256bits	Robust	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.95	Train 1.00 | Valid 0.99 | Test 0.97	Train 0.99 | Valid 0.95 | Test 0.97	Train 0.99 | Valid 0.94 | Test 0.97	Train 1.00 | Valid 0.96 | Test 0.97	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.88 | Test 0.82	Train 1.00 | Valid 0.88 | Test 0.82	Train 1.00 | Valid 0.83 | Test 0.76	Train 1.00 | Valid 0.88 | Test 0.84	Train 0.97 | Valid 0.93 | Test 0.89	Train 0.97 | Valid 0.92 | Test 0.88	Train 0.98 | Valid 0.95 | Test 0.86	Train 0.99 | Valid 0.97 | Test 0.91
BTK	50	ECFP6_256bits	Standard	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.95	Train 1.00 | Valid 0.99 | Test 0.97	Train 0.99 | Valid 0.95 | Test 0.97	Train 0.99 | Valid 0.94 | Test 0.97	Train 1.00 | Valid 0.96 | Test 0.97	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.99 | Test 1.00	Train 1.00 | Valid 0.98 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.94 | Valid 0.92 | Test 0.93	Train 0.93 | Valid 0.91 | Test 0.94	Train 0.93 | Valid 0.93 | Test 0.88	Train 0.96 | Valid 0.96 | Test 0.91
BTK	50	ECFP6_256bits	MinMax	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.95	Train 1.00 | Valid 0.99 | Test 0.97	Train 0.99 | Valid 0.95 | Test 0.97	Train 0.99 | Valid 0.94 | Test 0.97	Train 1.00 | Valid 0.96 | Test 0.97	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.66 | Test 0.68	Train 1.00 | Valid 0.58 | Test 0.60	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.89 | Valid 0.88 | Test 0.91	Train 0.87 | Valid 0.85 | Test 0.90	Train 0.95 | Valid 0.94 | Test 0.88	Train 0.98 | Valid 0.97 | Test 0.92
BTK	50	ECFP6_512bits	Robust	Train 0.97 | Valid 0.95 | Test 0.95	Train 0.97 | Valid 0.95 | Test 0.95	Train 0.98 | Valid 0.95 | Test 0.89	Train 0.99 | Valid 0.97 | Test 0.92	Train 0.97 | Valid 0.95 | Test 0.96	Train 0.97 | Valid 0.95 | Test 0.96	Train 0.99 | Valid 0.97 | Test 0.95	Train 0.99 | Valid 0.98 | Test 0.97	Train 1.00 | Valid 0.96 | Test 0.98	Train 1.00 | Valid 0.96 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.97	Train 1.00 | Valid 0.98 | Test 0.98	Train 0.98 | Valid 0.94 | Test 0.88	Train 0.98 | Valid 0.93 | Test 0.87	Train 0.98 | Valid 0.95 | Test 0.86	Train 0.98 | Valid 0.97 | Test 0.91
BTK	50	ECFP6_512bits	Standard	Train 0.97 | Valid 0.95 | Test 0.95	Train 0.97 | Valid 0.95 | Test 0.95	Train 0.98 | Valid 0.95 | Test 0.89	Train 0.99 | Valid 0.97 | Test 0.92	Train 0.97 | Valid 0.95 | Test 0.96	Train 0.97 | Valid 0.95 | Test 0.96	Train 0.99 | Valid 0.97 | Test 0.95	Train 0.99 | Valid 0.98 | Test 0.97	Train 1.00 | Valid 0.98 | Test 0.99	Train 1.00 | Valid 0.98 | Test 0.99	Train 1.00 | Valid 0.98 | Test 1.00	Train 1.00 | Valid 0.99 | Test 1.00	Train 1.00 | Valid 0.96 | Test 0.99	Train 1.00 | Valid 0.96 | Test 0.99	Train 1.00 | Valid 0.95 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.99
BTK	50	ECFP6_512bits	MinMax	Train 0.97 | Valid 0.95 | Test 0.95	Train 0.97 | Valid 0.95 | Test 0.95	Train 0.98 | Valid 0.95 | Test 0.89	Train 0.99 | Valid 0.97 | Test 0.92	Train 0.97 | Valid 0.95 | Test 0.96	Train 0.97 | Valid 0.95 | Test 0.96	Train 0.99 | Valid 0.97 | Test 0.95	Train 0.99 | Valid 0.98 | Test 0.97	Train 0.97 | Valid 0.96 | Test 0.96	Train 0.96 | Valid 0.96 | Test 0.97	Train 0.98 | Valid 0.95 | Test 0.91	Train 0.99 | Valid 0.97 | Test 0.93	Train 0.86 | Valid 0.85 | Test 0.87	Train 0.82 | Valid 0.81 | Test 0.85	Train 0.98 | Valid 0.98 | Test 0.88	Train 0.99 | Valid 0.99 | Test 0.93
BTK	80	ECFP4_256bits	Robust	Train 0.99 | Valid 0.97 | Test 0.97	Train 0.99 | Valid 0.96 | Test 0.97	Train 0.99 | Valid 0.98 | Test 0.98	Train 0.99 | Valid 0.99 | Test 0.99	Train 0.99 | Valid 0.97 | Test 0.97	Train 0.99 | Valid 0.96 | Test 0.97	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 0.92 | Test 0.95	Train 1.00 | Valid 0.92 | Test 0.94	Train 1.00 | Valid 0.90 | Test 0.96	Train 1.00 | Valid 0.93 | Test 0.98	Train 0.93 | Valid 0.88 | Test 0.89	Train 0.90 | Valid 0.85 | Test 0.86	Train 0.98 | Valid 0.94 | Test 0.98	Train 0.99 | Valid 0.97 | Test 0.99
BTK	80	ECFP4_256bits	Standard	Train 0.99 | Valid 0.97 | Test 0.97	Train 0.99 | Valid 0.96 | Test 0.97	Train 0.99 | Valid 0.98 | Test 0.98	Train 0.99 | Valid 0.99 | Test 0.99	Train 0.99 | Valid 0.97 | Test 0.97	Train 0.99 | Valid 0.96 | Test 0.97	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.93 | Valid 0.93 | Test 0.95	Train 0.91 | Valid 0.92 | Test 0.94	Train 0.95 | Valid 0.96 | Test 0.96	Train 0.98 | Valid 0.98 | Test 0.98
BTK	80	ECFP4_256bits	MinMax	Train 0.99 | Valid 0.97 | Test 0.97	Train 0.99 | Valid 0.96 | Test 0.97	Train 0.99 | Valid 0.98 | Test 0.98	Train 0.99 | Valid 0.99 | Test 0.99	Train 0.99 | Valid 0.97 | Test 0.97	Train 0.99 | Valid 0.96 | Test 0.97	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 0.95 | Test 0.96	Train 1.00 | Valid 0.93 | Test 0.95	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.91 | Valid 0.88 | Test 0.93	Train 0.89 | Valid 0.87 | Test 0.92	Train 0.94 | Valid 0.89 | Test 0.96	Train 0.97 | Valid 0.93 | Test 0.98
BTK	80	ECFP4_512bits	Robust	Train 0.99 | Valid 0.97 | Test 0.98	Train 0.99 | Valid 0.96 | Test 0.98	Train 0.99 | Valid 0.98 | Test 0.98	Train 0.99 | Valid 0.99 | Test 0.99	Train 0.98 | Valid 0.95 | Test 0.97	Train 0.98 | Valid 0.93 | Test 0.97	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 0.95 | Test 0.94	Train 1.00 | Valid 0.94 | Test 0.94	Train 1.00 | Valid 0.95 | Test 0.92	Train 1.00 | Valid 0.97 | Test 0.95	Train 0.98 | Valid 0.93 | Test 0.96	Train 0.98 | Valid 0.92 | Test 0.96	Train 1.00 | Valid 0.96 | Test 0.95	Train 1.00 | Valid 0.98 | Test 0.97
BTK	80	ECFP4_512bits	Standard	Train 0.99 | Valid 0.97 | Test 0.98	Train 0.99 | Valid 0.96 | Test 0.98	Train 0.99 | Valid 0.98 | Test 0.98	Train 0.99 | Valid 0.99 | Test 0.99	Train 0.98 | Valid 0.95 | Test 0.97	Train 0.98 | Valid 0.93 | Test 0.97	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.99 | Valid 0.96 | Test 0.99	Train 0.99 | Valid 0.96 | Test 0.99	Train 1.00 | Valid 0.95 | Test 1.00	Train 1.00 | Valid 0.97 | Test 1.00	Train 0.97 | Valid 0.94 | Test 0.96	Train 0.97 | Valid 0.93 | Test 0.97	Train 0.96 | Valid 0.95 | Test 0.91	Train 0.98 | Valid 0.97 | Test 0.93
BTK	80	ECFP4_512bits	MinMax	Train 0.99 | Valid 0.97 | Test 0.98	Train 0.99 | Valid 0.96 | Test 0.98	Train 0.99 | Valid 0.98 | Test 0.98	Train 0.99 | Valid 0.99 | Test 0.99	Train 0.98 | Valid 0.95 | Test 0.97	Train 0.98 | Valid 0.93 | Test 0.97	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 0.74 | Test 0.81	Train 1.00 | Valid 0.68 | Test 0.77	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.93 | Valid 0.91 | Test 0.91	Train 0.91 | Valid 0.90 | Test 0.91	Train 0.96 | Valid 0.93 | Test 0.89	Train 0.98 | Valid 0.96 | Test 0.92
BTK	80	ECFP6_256bits	Robust	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.99 | Valid 0.95 | Test 0.97	Train 0.98 | Valid 0.94 | Test 0.97	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 0.86 | Test 0.85	Train 1.00 | Valid 0.85 | Test 0.84	Train 1.00 | Valid 0.86 | Test 0.81	Train 1.00 | Valid 0.91 | Test 0.88	Train 0.86 | Valid 0.75 | Test 0.75	Train 0.81 | Valid 0.70 | Test 0.69	Train 0.97 | Valid 0.90 | Test 0.96	Train 0.99 | Valid 0.97 | Test 0.99
BTK	80	ECFP6_256bits	Standard	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.99 | Valid 0.95 | Test 0.97	Train 0.98 | Valid 0.94 | Test 0.97	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 0.97 | Test 1.00	Train 1.00 | Valid 0.97 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.99 | Valid 0.94 | Test 0.97	Train 0.99 | Valid 0.93 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.94	Train 1.00 | Valid 0.99 | Test 0.96
BTK	80	ECFP6_256bits	MinMax	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.99 | Valid 0.95 | Test 0.97	Train 0.98 | Valid 0.94 | Test 0.97	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.97 | Valid 0.95 | Test 0.97	Train 0.97 | Valid 0.95 | Test 0.97	Train 0.97 | Valid 0.97 | Test 0.94	Train 0.98 | Valid 0.98 | Test 0.96	Train 0.92 | Valid 0.88 | Test 0.89	Train 0.90 | Valid 0.87 | Test 0.88	Train 0.92 | Valid 0.89 | Test 0.85	Train 0.96 | Valid 0.93 | Test 0.90
BTK	80	ECFP6_512bits	Robust	Train 0.99 | Valid 0.95 | Test 0.96	Train 0.99 | Valid 0.95 | Test 0.96	Train 1.00 | Valid 0.97 | Test 0.95	Train 1.00 | Valid 0.98 | Test 0.97	Train 0.96 | Valid 0.92 | Test 0.95	Train 0.95 | Valid 0.90 | Test 0.94	Train 0.98 | Valid 0.98 | Test 0.95	Train 0.99 | Valid 0.99 | Test 0.97	Train 1.00 | Valid 0.96 | Test 0.97	Train 1.00 | Valid 0.96 | Test 0.97	Train 1.00 | Valid 0.97 | Test 0.97	Train 1.00 | Valid 0.98 | Test 0.98	Train 0.98 | Valid 0.89 | Test 0.89	Train 0.98 | Valid 0.88 | Test 0.88	Train 0.99 | Valid 0.94 | Test 0.89	Train 0.99 | Valid 0.97 | Test 0.93
BTK	80	ECFP6_512bits	Standard	Train 0.99 | Valid 0.95 | Test 0.96	Train 0.99 | Valid 0.95 | Test 0.96	Train 1.00 | Valid 0.97 | Test 0.95	Train 1.00 | Valid 0.98 | Test 0.97	Train 0.96 | Valid 0.92 | Test 0.95	Train 0.95 | Valid 0.90 | Test 0.94	Train 0.98 | Valid 0.98 | Test 0.95	Train 0.99 | Valid 0.99 | Test 0.97	Train 1.00 | Valid 0.96 | Test 0.99	Train 1.00 | Valid 0.96 | Test 0.99	Train 1.00 | Valid 0.97 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.99	Train 0.97 | Valid 0.97 | Test 0.95	Train 0.96 | Valid 0.96 | Test 0.96	Train 0.96 | Valid 0.97 | Test 0.90	Train 0.98 | Valid 0.98 | Test 0.92
BTK	80	ECFP6_512bits	MinMax	Train 0.99 | Valid 0.95 | Test 0.96	Train 0.99 | Valid 0.95 | Test 0.96	Train 1.00 | Valid 0.97 | Test 0.95	Train 1.00 | Valid 0.98 | Test 0.97	Train 0.96 | Valid 0.92 | Test 0.95	Train 0.95 | Valid 0.90 | Test 0.94	Train 0.98 | Valid 0.98 | Test 0.95	Train 0.99 | Valid 0.99 | Test 0.97	Train 0.98 | Valid 0.97 | Test 0.97	Train 0.98 | Valid 0.96 | Test 0.97	Train 0.99 | Valid 0.97 | Test 0.92	Train 0.99 | Valid 0.98 | Test 0.95	Train 0.95 | Valid 0.94 | Test 0.93	Train 0.95 | Valid 0.93 | Test 0.94	Train 0.96 | Valid 0.95 | Test 0.88	Train 0.98 | Valid 0.97 | Test 0.91
CHK1	20	ECFP4_256bits	Robust	Train 0.98 | Valid 0.97 | Test 0.98	Train 0.98 | Valid 0.97 | Test 0.98	Train 0.97 | Valid 0.95 | Test 0.96	Train 0.97 | Valid 0.97 | Test 0.98	Train 0.97 | Valid 0.96 | Test 0.97	Train 0.97 | Valid 0.96 | Test 0.97	Train 0.98 | Valid 0.96 | Test 0.96	Train 0.99 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.85 | Test 0.92	Train 0.99 | Valid 0.85 | Test 0.92	Train 1.00 | Valid 0.79 | Test 0.89	Train 1.00 | Valid 0.85 | Test 0.93	Train 0.92 | Valid 0.92 | Test 0.93	Train 0.92 | Valid 0.91 | Test 0.92	Train 0.96 | Valid 0.96 | Test 0.95	Train 0.97 | Valid 0.98 | Test 0.97
CHK1	20	ECFP4_256bits	Standard	Train 0.98 | Valid 0.97 | Test 0.98	Train 0.98 | Valid 0.97 | Test 0.98	Train 0.97 | Valid 0.95 | Test 0.96	Train 0.97 | Valid 0.97 | Test 0.98	Train 0.97 | Valid 0.96 | Test 0.97	Train 0.97 | Valid 0.96 | Test 0.97	Train 0.98 | Valid 0.96 | Test 0.96	Train 0.99 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.96 | Test 0.97	Train 1.00 | Valid 0.95 | Test 0.96	Train 1.00 | Valid 0.96 | Test 0.96	Train 1.00 | Valid 0.98 | Test 0.98	Train 0.91 | Valid 0.92 | Test 0.94	Train 0.90 | Valid 0.91 | Test 0.93	Train 0.94 | Valid 0.96 | Test 0.97	Train 0.96 | Valid 0.98 | Test 0.98
CHK1	20	ECFP4_256bits	MinMax	Train 0.98 | Valid 0.97 | Test 0.98	Train 0.98 | Valid 0.97 | Test 0.98	Train 0.97 | Valid 0.95 | Test 0.96	Train 0.97 | Valid 0.97 | Test 0.98	Train 0.97 | Valid 0.96 | Test 0.97	Train 0.97 | Valid 0.96 | Test 0.97	Train 0.98 | Valid 0.96 | Test 0.96	Train 0.99 | Valid 0.98 | Test 0.98	Train 0.78 | Valid 0.79 | Test 0.83	Train 0.74 | Valid 0.74 | Test 0.79	Train 0.99 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.86 | Valid 0.88 | Test 0.90	Train 0.84 | Valid 0.85 | Test 0.87	Train 0.97 | Valid 1.00 | Test 1.00	Train 0.99 | Valid 1.00 | Test 1.00
CHK1	20	ECFP4_512bits	Robust	Train 0.98 | Valid 0.97 | Test 0.97	Train 0.98 | Valid 0.96 | Test 0.97	Train 0.97 | Valid 0.96 | Test 0.96	Train 0.98 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.96	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.95 | Test 0.95	Train 1.00 | Valid 0.94 | Test 0.95	Train 1.00 | Valid 0.95 | Test 0.94	Train 1.00 | Valid 0.97 | Test 0.96	Train 0.95 | Valid 0.95 | Test 0.97	Train 0.94 | Valid 0.94 | Test 0.96	Train 0.96 | Valid 0.97 | Test 0.99	Train 0.97 | Valid 0.98 | Test 0.99
CHK1	20	ECFP4_512bits	Standard	Train 0.98 | Valid 0.97 | Test 0.97	Train 0.98 | Valid 0.96 | Test 0.97	Train 0.97 | Valid 0.96 | Test 0.96	Train 0.98 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.96	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.85 | Test 0.88	Train 1.00 | Valid 0.81 | Test 0.85	Train 1.00 | Valid 0.98 | Test 0.97	Train 1.00 | Valid 0.99 | Test 0.98	Train 0.97 | Valid 0.93 | Test 0.96	Train 0.97 | Valid 0.92 | Test 0.95	Train 0.96 | Valid 0.94 | Test 0.95	Train 0.97 | Valid 0.96 | Test 0.97
CHK1	20	ECFP4_512bits	MinMax	Train 0.98 | Valid 0.97 | Test 0.97	Train 0.98 | Valid 0.96 | Test 0.97	Train 0.97 | Valid 0.96 | Test 0.96	Train 0.98 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.98 | Test 0.98	Train 1.00 | Valid 0.97 | Test 0.96	Train 1.00 | Valid 0.98 | Test 0.98	Train 0.82 | Valid 0.83 | Test 0.88	Train 0.78 | Valid 0.79 | Test 0.84	Train 1.00 | Valid 1.00 | Test 1.00	Train 1.00 | Valid 1.00 | Test 1.00	Train 0.95 | Valid 0.96 | Test 0.97	Train 0.95 | Valid 0.95 | Test 0.96	Train 0.96 | Valid 0.97 | Test 0.99	Train 0.97 | Valid 0.98 | Test 0.99
